Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.575897,1.646981,2.786620,-0.997029,-1.766569,0
1,0.481977,1.454837,3.042466,-0.680920,-2.783843,0
2,0.783117,1.627480,1.724084,-0.994704,-2.119744,1
3,0.783280,1.633165,1.642595,-0.980690,-2.120158,1
4,0.774225,1.619217,1.461624,-0.619630,-3.850359,0
5,0.521497,1.451551,2.978910,-0.999899,-1.623445,0
6,0.979986,1.483078,0.236858,-0.552581,-4.917170,0
7,0.421433,0.897026,1.478337,-0.861687,-2.640479,1
8,0.575897,1.646197,2.803239,-0.995685,-1.766569,0
9,0.522442,1.483075,3.053448,-0.995731,-1.626685,0
10,0.422580,0.914925,1.480609,-0.663578,-2.665104,0
11,0.783117,1.627480,1.733826,-0.988537,-2.119744,1
12,0.521497,1.623866,3.042466,-0.592028,-2.930203,0
13,0.774604,1.626754,1.461624,-0.580920,-3.843682,0
14,0.481977,1.454837,3.024846,-0.609832,-2.706611,0
15,0.521497,1.451551,2.965251,-0.999255,-1.623445,0
16,0.969150,1.483078,0.271281,-0.547521,-4.870740,0
17,0.969150,1.483078,0.213823,-0.349986,-4.870788,0
18,0.575897,1.645361,2.803239,-0.995625,-1.766569,0
19,0.782743,1.621884,1.727776,-0.983951,-2.119243,1
20,0.782655,1.653354,1.726224,-0.986199,-2.118838,1
21,0.782900,1.634446,1.740158,-0.982919,-2.119628,1
22,0.774565,1.626756,1.461275,-0.580741,-3.843505,0
23,0.420409,0.914925,1.480609,-0.600582,-2.629112,0
24,0.521497,1.454618,2.965251,-0.998956,-1.623445,0
25,0.969150,1.484657,0.271281,-0.532708,-4.870740,0
26,0.969150,1.483078,0.206857,-0.318119,-4.870788,0
27,0.575897,1.622535,2.786620,-0.995250,-1.766569,0
28,0.782655,1.626788,1.726224,-0.983410,-2.118838,1
29,0.782900,1.633610,1.740158,-0.982011,-2.119628,1
30,0.478004,1.454837,3.042466,-0.534635,-2.464348,0
31,0.780070,1.626281,1.456345,-0.554015,-2.342747,0
32,0.521497,1.482522,3.007422,-0.998870,-1.623445,0
33,0.969150,1.485096,0.271281,-0.528601,-4.870740,0
34,0.967139,1.483075,0.236022,-0.391185,-4.864707,0
35,0.519325,1.451551,2.965251,-0.996196,-1.616005,0
36,0.780611,1.626281,1.456298,-0.542996,-2.258005,0
37,0.782900,1.633165,1.740158,-0.981513,-2.119628,1
38,0.774565,1.633964,1.461275,-0.524954,-3.843505,0
39,0.967157,1.483075,0.276689,-0.516673,-4.844601,0
