Attribute,Value
Number Critical Scenarios,96
Number Critical Scenarios (duplicate free),96
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,19
Number Best Scenarios (duplicate free),19
Ratio Critical/All scenarios,0.10
Ratio Critical/All scenarios (duplicate free),0.10
Ratio Best Critical/Best Scenarios,0.47
Ratio Best Critical/Best Scenarios (duplicate free),0.47
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999985  0.804386  0.      ]
Input value of critical (first of population of interest),[-5.630672 -7.909527  2.123301]
