Attribute,Value
Number Critical Scenarios,312
Number Critical Scenarios (duplicate free),71
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,185
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,559
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999959  0.761119 -1.593223]
Input value of critical (first of population of interest),[-4.20775  -0.205591  2.775747]
