Attribute,Value
Number Critical Scenarios,72
Number Critical Scenarios (duplicate free),72
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,12
Number Best Scenarios (duplicate free),12
Ratio Critical/All scenarios,0.07
Ratio Critical/All scenarios (duplicate free),0.07
Ratio Best Critical/Best Scenarios,0.58
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999982  0.8422167   0.        ]
Input value of critical (first of population of interest),[ 3.26011682 -7.21009717  1.88726617]
