n_evals,hv_all
40,0.1298046762844667
80,0.13102873669809958
120,0.13104897383793582
160,0.13104942279711307
200,0.1363219923978993
240,0.39644829275478843
280,0.4162314420316007
320,0.41754293631709133
360,0.4441297296739284
400,0.4441297296739284
440,0.4711552354112401
480,0.5219470848162472
520,0.5220548309437731
560,0.5220548309437731
600,0.5542546757772776
640,0.554315141897788
680,0.5543593156139398
720,0.5544578454755146
760,0.5545441537300783
800,0.5551656452888213
840,0.5569111545918087
880,0.5601045173359871
920,0.5601068510236086
960,0.5630354319789302
1000,0.563943708246835
1040,0.5639539082303223
1080,0.5711870518247686
1120,0.5726904168819423
1160,0.5729406097736517
1200,0.5737325316269951
1240,0.5766842713031886
1280,0.5766842713031886
1320,0.5766842713031886
1360,0.5767835016376979
1400,0.5771292244349925
1440,0.578038534713188
1480,0.578078170599549
1520,0.5781788417655191
1560,0.5923041587665079
1600,0.6033398906431201
1640,0.6033399052816352
1680,0.6052022050011804
1720,0.6226433884866062
1760,0.6226433884866062
1800,0.6241472769363949
1840,0.6281384763369213
1880,0.6302718809566593
1920,0.6303286514064835
1960,0.6309818970454166
2000,0.6310522930171721
