Attribute,Value
Number Critical Scenarios,323
Number Critical Scenarios (duplicate free),88
Number All Scenarios,1000
Number All Scenarios (duplicate free),298
Number Best Critical Scenarios,5
Number Best Critical Scenarios (duplicate free),5
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.30
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.25
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.61337274  0.85187273  0.        ]
Input value of critical (first of population of interest),[-2.44569995 -5.26146341  2.37236707]
