Attribute,Value
Number Critical Scenarios,777
Number Critical Scenarios (duplicate free),149
Number All Scenarios,1000
Number All Scenarios (duplicate free),221
Number Best Critical Scenarios,456
Number Best Critical Scenarios (duplicate free),38
Number Best Scenarios,577
Number Best Scenarios (duplicate free),41
Ratio Critical/All scenarios,0.78
Ratio Critical/All scenarios (duplicate free),0.67
Ratio Best Critical/Best Scenarios,0.79
Ratio Best Critical/Best Scenarios (duplicate free),0.93
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-1.        0.783989 -6.805127]
Input value of critical (first of population of interest),[ 6.447952 -6.059916  1.863398]
