Attribute,Value
Number Critical Scenarios,909
Number Critical Scenarios (duplicate free),298
Number All Scenarios,1000
Number All Scenarios (duplicate free),362
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.91
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.55521917  0.73316764]
Input value of critical (first of population of interest),[5.56101111 0.13461215 4.85466304]
