Attribute,Value
Number Critical Scenarios,457
Number Critical Scenarios (duplicate free),81
Number All Scenarios,1000
Number All Scenarios (duplicate free),210
Number Best Critical Scenarios,369
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,697
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.46
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.53
Ratio Best Critical/Best Scenarios (duplicate free),0.47
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.998542  0.750691 -2.476578]
Input value of critical (first of population of interest),[-1.300448  4.956251  5.701131]
