Attribute,Value
Number Critical Scenarios,925
Number Critical Scenarios (duplicate free),271
Number All Scenarios,1000
Number All Scenarios (duplicate free),329
Number Best Critical Scenarios,310
Number Best Critical Scenarios (duplicate free),61
Number Best Scenarios,310
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.93
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.746719  0.805609]
Input value of critical (first of population of interest),[-1.310786 -6.599948  2.374588]
