Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,7.028942,-6.635731,13.694505,-0.999138,0.840858,0.000000
1,-0.394369,-4.881489,2.495394,-0.999015,0.833528,0.000000
2,0.350801,7.321197,9.570476,-0.990432,0.837839,0.000000
3,-6.623231,-7.857307,4.094441,-0.999153,0.820115,0.000000
4,-7.603863,-4.742077,18.553165,-0.999986,0.761415,0.000000
5,-7.697740,-5.280073,18.547375,-0.999413,0.781390,0.000000
6,-6.296466,0.277127,1.801470,-0.983096,0.801733,0.000000
7,3.501550,7.203989,10.467834,-0.977426,0.846539,0.000000
8,-6.089425,-3.013926,2.020962,-0.997538,0.820392,0.000000
9,-6.835657,0.469181,3.768492,-0.990033,0.821569,0.000000
10,-7.085211,-3.337563,3.796740,-0.984137,0.815527,0.000000
11,5.037204,-7.453068,14.046087,-0.996140,0.851314,0.000000
12,-5.806459,-5.392618,3.877942,-0.986133,0.816443,0.000000
13,-6.419057,6.508715,2.591214,-0.999880,0.796584,0.000000
14,-6.292882,-6.125573,17.921164,-0.999886,0.756996,0.000000
15,-6.360088,-7.737499,3.998322,-0.999033,0.822799,0.000000
16,-2.681837,-6.614697,17.857011,-0.999950,0.746405,0.000000
17,7.398871,-6.943806,13.628842,-0.996933,0.855049,0.000000
18,5.632235,7.182088,13.069343,-0.992346,0.856150,0.000000
19,-6.857660,2.504276,4.077307,-0.984991,0.828564,0.000000
20,-6.862093,3.046542,4.008354,-0.982054,0.846405,0.000000
21,-0.491919,-7.446774,16.783019,-0.978570,0.735294,0.000000
22,-2.076276,-5.482451,1.721954,-0.999684,0.842057,0.000000
23,1.402713,7.537251,8.261048,-0.980584,0.772549,0.000000
24,-6.419380,-2.977171,4.375836,-0.996606,0.822949,0.000000
25,-3.062930,-2.868306,3.680470,-0.994728,0.807876,0.000000
26,1.840014,-5.353279,5.183066,-0.996375,0.837699,0.000000
27,-1.411717,-5.378150,5.316655,-0.987168,0.827800,0.000000
28,-7.769990,6.288061,15.131612,-0.997584,0.853830,0.000000
29,-1.475882,6.523678,8.456912,-0.991049,0.744624,0.000000
30,-3.347472,-3.667792,4.921839,-0.998076,0.809930,0.000000
31,-6.262222,-0.396140,3.542008,-0.985927,0.828583,0.000000
32,-7.861162,-4.971924,18.989109,-0.999970,0.773634,0.000000
33,-0.173700,-7.259158,2.965676,-0.982345,0.820113,0.000000
34,-7.083790,3.292896,3.860534,-0.966585,0.837588,0.000000
35,7.753930,0.317273,5.113660,-0.968367,0.807722,0.000000
36,2.296742,-6.905626,5.104103,-0.989656,0.836335,0.000000
37,0.106227,-6.971815,4.838545,-0.991207,0.813804,0.000000
38,5.939313,-4.740367,14.158544,-0.959816,0.833031,0.000000
39,-7.838724,-3.193251,3.387285,-0.999815,0.845935,0.000000
40,-4.686368,-5.662626,3.835407,-0.955782,0.814052,0.000000
41,0.766923,6.178247,9.614890,-0.976187,0.838557,0.000000
42,-4.850607,-7.061963,15.637532,-0.979753,0.745311,0.000000
43,1.796582,-4.715206,1.725237,-0.997164,0.825806,0.000000
44,-5.455325,-7.720657,2.897572,-0.998203,0.844112,0.000000
45,-0.726923,-7.822096,17.123212,-0.995128,0.746905,0.000000
46,2.970515,-7.726191,2.103766,-0.999686,0.843796,0.000000
47,7.674678,1.867180,8.728532,-0.976035,0.768110,0.000000
48,4.494042,-7.577377,1.793991,-0.999966,0.837919,0.000000
49,-7.672634,-7.296308,17.005380,-0.999148,0.744389,0.000000
50,5.432117,7.578619,13.363746,-0.990891,0.851810,0.000000
51,-7.551565,-5.528443,16.518397,-0.968111,0.734418,0.000000
52,-5.624145,-7.729343,2.745207,-0.997549,0.843985,0.000000
53,3.553710,-6.150224,1.556857,-0.999914,0.821831,0.000000
54,7.282742,2.345985,7.124997,-0.996872,0.775038,0.000000
55,-5.853364,-3.119489,2.761302,-0.999326,0.841931,0.000000
56,-4.141424,-4.004940,5.041727,-0.994309,0.810240,0.000000
57,-7.994147,4.172069,15.111062,-0.985678,0.835943,0.000000
58,-6.299820,-4.589552,1.819905,-0.988796,0.846384,0.000000
59,-4.336847,4.960045,15.316463,-0.966913,0.830852,0.000000
60,7.359962,-5.851343,6.598877,-0.979431,0.794874,0.000000
61,-7.605386,-7.822746,17.763341,-0.999715,0.756570,0.000000
62,-5.825474,7.545173,15.354228,-0.967229,0.833565,0.000000
63,-6.554057,6.404607,15.114128,-0.999348,0.856424,0.000000
64,-7.789631,-5.406639,16.680813,-0.976319,0.724614,0.000000
65,-6.231650,2.292189,4.385162,-0.994102,0.845390,0.000000
66,-1.547370,6.395816,8.234058,-0.987340,0.754924,0.000000
