Attribute,Value
Number Critical Scenarios,500
Number Critical Scenarios (duplicate free),114
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99980479  0.7688889  -5.00095864]
Input value of critical (first of population of interest),[-5.55454249  1.8840806   2.90836302]
