Attribute,Value
Number Critical Scenarios,205
Number Critical Scenarios (duplicate free),57
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,81
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,509
Number Best Scenarios (duplicate free),53
Ratio Critical/All scenarios,0.20
Ratio Critical/All scenarios (duplicate free),0.24
Ratio Best Critical/Best Scenarios,0.16
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.981683  0.820588 -1.570481]
Input value of critical (first of population of interest),[-1.595131 -7.166638  3.006899]
