Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.701119,1.073527,0.022609,-0.265124,-3.772102,0
1,0.657096,1.347958,1.395163,-0.501645,-3.620615,0
2,0.683893,0.858110,0.488754,-0.979911,-2.853069,1
3,0.657096,1.347958,1.333263,-0.350713,-3.450039,0
4,0.782050,1.041434,0.814579,-0.739406,-2.117159,1
5,0.657096,1.347534,2.046813,-0.864651,-1.937134,1
6,0.637357,0.858110,0.489238,-0.736778,-2.808768,1
7,0.384136,1.975481,4.767137,-0.781179,-1.275641,1
8,0.384136,1.975481,4.808089,-0.846797,-1.271930,1
9,0.888170,1.780428,1.851654,-0.000191,-2.489832,0
10,0.988055,1.555523,2.420795,-0.000000,-2.753175,0
11,0.686398,1.330260,0.009534,-0.371034,-2.002979,0
12,0.379870,1.973243,4.767137,-0.678354,-1.086621,0
13,0.336744,1.036474,4.774551,-0.577950,-1.147958,0
14,0.784069,1.795212,2.958446,-0.000000,-2.179534,0
15,0.846584,1.375776,2.758838,-0.000000,-2.433022,0
16,0.926918,1.518295,2.953633,-0.000000,-2.478934,0
17,0.962900,1.078812,2.638251,-0.000000,-2.538172,0
18,0.939166,1.156108,2.599224,-0.000000,-2.489160,0
19,0.783058,1.559196,1.048796,-0.154232,-1.926406,0
20,0.437991,1.037491,1.750026,-0.263673,-1.762623,0
21,0.780402,0.864378,0.033039,-0.598553,-0.055149,0
22,0.780402,0.867588,0.033039,-0.607164,-0.046361,0
23,0.512832,1.037915,1.376612,-0.436260,-0.345386,0
24,0.249908,1.094024,4.054191,-0.315429,-0.907298,0
25,0.779434,1.375776,2.758838,-0.000000,-2.155567,0
26,0.933822,1.157557,2.599224,-0.000000,-2.477624,0
27,0.926918,1.518295,3.015534,-0.000000,-2.472361,0
28,0.641842,1.498025,2.810760,-0.006470,-1.906850,0
29,0.483917,1.209684,0.795826,-0.181020,-1.540070,0
30,0.773361,0.864378,0.033039,-0.586497,-0.045696,0
31,0.336744,1.036474,2.691769,-0.265894,-0.186624,0
32,0.245642,1.095541,4.054191,-0.256823,-0.905356,0
33,0.687146,1.133777,3.766281,-0.000000,-1.991973,0
34,0.909790,1.539298,3.276650,-0.000000,-2.467316,0
35,0.525782,0.559785,0.840186,-0.000689,-1.638724,0
36,0.358943,1.173702,4.874119,-0.107182,-1.204106,0
37,0.354657,1.794539,3.220437,-0.079228,-1.211244,0
38,0.344566,1.878004,3.796100,-0.151355,-1.167849,0
39,0.384136,1.997398,2.683881,-0.023668,-1.300805,0
