Attribute,Value
Number Critical Scenarios,254
Number Critical Scenarios (duplicate free),49
Number All Scenarios,1000
Number All Scenarios (duplicate free),244
Number Best Critical Scenarios,160
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,497
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.32
Ratio Best Critical/Best Scenarios (duplicate free),0.32
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.779079  0.83175  -6.245499]
Input value of critical (first of population of interest),[ 7.550624 -2.178642 15.458971]
