Attribute,Value
Number Critical Scenarios,421
Number Critical Scenarios (duplicate free),135
Number All Scenarios,1000
Number All Scenarios (duplicate free),311
Number Best Critical Scenarios,90
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,318
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.999963  0.844041]
Input value of critical (first of population of interest),[-7.66063  -7.900037  2.360198]
