Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.775547,1.626788,1.817563,-0.901290,-2.104183
1,0.775547,1.626788,1.817563,-0.901290,-2.104183
2,0.775547,1.626788,1.817563,-0.901290,-2.104183
3,0.775547,1.626788,1.817563,-0.901290,-2.104183
4,0.775547,1.626788,1.817563,-0.901290,-2.104183
5,0.775547,1.626788,1.814503,-0.901290,-2.104183
6,0.775547,1.626788,1.817563,-0.901290,-2.104183
7,0.775547,1.626788,1.814503,-0.901290,-2.104183
8,0.781803,1.636962,1.822235,-0.820850,-2.116357
9,0.782655,1.626788,1.733826,-0.976970,-2.118838
10,0.775547,1.626788,1.817563,-0.901290,-2.104183
11,0.775547,1.626788,1.814503,-0.901290,-2.104183
12,0.781803,1.636962,1.822235,-0.820850,-2.116357
13,0.782743,1.621884,1.727776,-0.983951,-2.119243
14,0.782655,1.626788,1.726224,-0.983410,-2.118838
15,0.782655,1.626788,1.733826,-0.976970,-2.118838
16,0.775547,1.626788,1.817563,-0.901290,-2.104183
17,0.775547,1.626788,1.814503,-0.901290,-2.104183
18,0.781803,1.636962,1.822235,-0.820850,-2.116357
19,0.783117,1.627480,1.733826,-0.988537,-2.119744
20,0.782743,1.621884,1.727776,-0.983951,-2.119243
21,0.782900,1.633165,1.740158,-0.981513,-2.119628
22,0.782655,1.653354,1.726224,-0.986199,-2.118838
23,0.782655,1.626788,1.726224,-0.983410,-2.118838
24,0.782655,1.626788,1.733826,-0.976970,-2.118838
25,0.775547,1.626788,1.817563,-0.901290,-2.104183
26,0.775547,1.626788,1.814503,-0.901290,-2.104183
27,0.781803,1.636962,1.817284,-0.857559,-2.116357
28,0.783117,1.627480,1.733826,-0.988537,-2.119744
29,0.782743,1.621884,1.727776,-0.983951,-2.119243
30,0.782900,1.633165,1.740158,-0.981513,-2.119628
31,0.782655,1.653354,1.726224,-0.986199,-2.118838
32,0.782900,1.633118,1.740158,-0.981459,-2.119628
33,0.782655,1.626788,1.726224,-0.983410,-2.118838
34,0.782655,1.626788,1.733826,-0.976970,-2.118838
35,0.778887,1.633165,1.740158,-0.978863,-2.110417
36,0.781803,1.636962,1.817284,-0.857559,-2.116357
37,0.775020,1.628591,1.733945,-0.974304,-2.103349
38,0.783117,1.627480,1.724084,-0.994704,-2.119744
39,0.783280,1.633165,1.642595,-0.980690,-2.120158
40,0.783117,1.627480,1.733826,-0.988537,-2.119744
41,0.782743,1.621884,1.727776,-0.983951,-2.119243
42,0.782655,1.653354,1.726224,-0.986199,-2.118838
43,0.782900,1.633610,1.740158,-0.982011,-2.119628
44,0.782655,1.626788,1.726224,-0.983410,-2.118838
45,0.782900,1.633165,1.740158,-0.981513,-2.119628
46,0.782900,1.633118,1.740158,-0.981459,-2.119628
47,0.783117,1.627480,1.724084,-0.994704,-2.119744
48,0.783280,1.633165,1.642595,-0.980690,-2.120158
49,0.421433,0.897026,1.478337,-0.861687,-2.640479
50,0.783117,1.627480,1.733826,-0.988537,-2.119744
51,0.782743,1.621884,1.727776,-0.983951,-2.119243
52,0.782655,1.653354,1.726224,-0.986199,-2.118838
53,0.782900,1.634446,1.740158,-0.982919,-2.119628
54,0.782655,1.626788,1.726224,-0.983410,-2.118838
55,0.782900,1.633610,1.740158,-0.982011,-2.119628
56,0.782900,1.633165,1.740158,-0.981513,-2.119628
57,0.783117,1.627480,1.724084,-0.994704,-2.119744
58,0.421433,0.897026,1.478337,-0.861687,-2.640479
59,0.783275,1.628703,1.734788,-0.992409,-2.120158
60,0.783117,1.627480,1.722194,-0.994704,-2.119744
61,0.785161,1.633610,1.776338,-0.906040,-2.125210
62,0.783280,1.633165,1.642595,-0.980690,-2.120158
63,0.783117,1.627480,1.733826,-0.988537,-2.119744
64,0.782743,1.621884,1.727776,-0.983951,-2.119243
