Attribute,Value
Number Critical Scenarios,381
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.92499584  0.8260062  -1.98269821]
Input value of critical (first of population of interest),[-1.59513091 -5.59657801  3.04325595]
