Attribute,Value
Number Critical Scenarios,774
Number Critical Scenarios (duplicate free),202
Number All Scenarios,1000
Number All Scenarios (duplicate free),297
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.77
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9999975   0.84081885]
Input value of critical (first of population of interest),[-0.38595736 -7.18738137  1.86647882]
