Attribute,Value
Number Critical Scenarios,93
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.09
Ratio Critical/All scenarios (duplicate free),0.09
Ratio Best Critical/Best Scenarios,0.77
Ratio Best Critical/Best Scenarios (duplicate free),0.77
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999998  0.846681  0.      ]
Input value of critical (first of population of interest),[-1.033024 -7.476682  4.476347]
