n_evals,cid
40,1
80,1
120,1
160,1
200,1
240,0.45209549154023426
280,0.45209549154023426
320,0.4491385159678854
360,0.449119269924593
400,0.449119269924593
440,0.38206148603097106
480,0.38206148603097106
520,0.38202041177769996
560,0.38173482720562435
600,0.38173305220897674
640,0.36544828717669564
680,0.3641224759508795
720,0.36409938189759905
760,0.3407211364749128
800,0.3405180880009012
840,0.3372614721026388
880,0.33708985384200235
920,0.3370867029297963
960,0.3366279778440223
1000,0.33660496462988393
1040,0.33660496462988393
1080,0.3365069587660925
1120,0.33650566171985136
1160,0.33650566171985136
1200,0.3360432653113246
1240,0.33527630606810693
1280,0.33527630606810693
1320,0.33527630606810693
1360,0.2268305310842807
1400,0.22031145645747854
1440,0.22030568412812623
1480,0.22030568412812623
1520,0.22030568412812623
1560,0.2203036497588448
1600,0.2203036497588448
1640,0.2203036497588448
1680,0.2203036497588448
1720,0.219920209411876
1760,0.219920209411876
1800,0.219920209411876
1840,0.219920209411876
1880,0.21984334386960522
1920,0.21966839539861946
1960,0.21966839539861946
2000,0.21943469717422528
