Attribute,Value
Number Critical Scenarios,390
Number Critical Scenarios (duplicate free),89
Number All Scenarios,1000
Number All Scenarios (duplicate free),227
Number Best Critical Scenarios,202
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,476
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.39
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.42
Ratio Best Critical/Best Scenarios (duplicate free),0.53
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.961148  0.81287   0.      ]
Input value of critical (first of population of interest),[-1.271511  5.963417 13.698969]
