Attribute,Value
Number Critical Scenarios,378
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.97981948  0.7527178  -4.92223372]
Input value of critical (first of population of interest),[-7.90822696  1.49988517 18.51369961]
