Attribute,Value
Number Critical Scenarios,522
Number Critical Scenarios (duplicate free),96
Number All Scenarios,1000
Number All Scenarios (duplicate free),179
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9942975   0.75421442  0.        ]
Input value of critical (first of population of interest),[1.80125929 5.99578942 2.3682854 ]
