Attribute,Value
Number Critical Scenarios,501
Number Critical Scenarios (duplicate free),122
Number All Scenarios,1000
Number All Scenarios (duplicate free),290
Number Best Critical Scenarios,254
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,453
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.56
Ratio Best Critical/Best Scenarios (duplicate free),0.51
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.805604  0.672991]
Input value of critical (first of population of interest),[-7.157926 -7.083041 16.508978]
