Attribute,Value
Number Critical Scenarios,937
Number Critical Scenarios (duplicate free),164
Number All Scenarios,1000
Number All Scenarios (duplicate free),187
Number Best Critical Scenarios,19
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.94
Ratio Critical/All scenarios (duplicate free),0.88
Ratio Best Critical/Best Scenarios,0.95
Ratio Best Critical/Best Scenarios (duplicate free),0.95
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99814135  0.69401354  0.        ]
Input value of critical (first of population of interest),[5.22997005 7.55011971 3.9228687 ]
