Attribute,Value
Number Critical Scenarios,78
Number Critical Scenarios (duplicate free),78
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,4
Number Best Critical Scenarios (duplicate free),4
Number Best Scenarios,8
Number Best Scenarios (duplicate free),8
Ratio Critical/All scenarios,0.08
Ratio Critical/All scenarios (duplicate free),0.08
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99993   0.756242  0.      ]
Input value of critical (first of population of interest),[-3.067512 -5.692845 18.003454]
