Attribute,Value
Number Critical Scenarios,974
Number Critical Scenarios (duplicate free),248
Number All Scenarios,1000
Number All Scenarios (duplicate free),270
Number Best Critical Scenarios,323
Number Best Critical Scenarios (duplicate free),56
Number Best Scenarios,323
Number Best Scenarios (duplicate free),56
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.92
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.744722]
Input value of critical (first of population of interest),[ 7.029245 -2.32373   1.697742]
