Attribute,Value
Number Critical Scenarios,789
Number Critical Scenarios (duplicate free),278
Number All Scenarios,1000
Number All Scenarios (duplicate free),444
Number Best Critical Scenarios,528
Number Best Critical Scenarios (duplicate free),143
Number Best Scenarios,528
Number Best Scenarios (duplicate free),143
Ratio Critical/All scenarios,0.79
Ratio Critical/All scenarios (duplicate free),0.63
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,10
Fitness value of critical (first of population of interest),[-0.732693  0.64399 ]
Input value of critical (first of population of interest),[-7.784983 -7.981492 16.600091]
