Attribute,Value
Number Critical Scenarios,607
Number Critical Scenarios (duplicate free),99
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.61
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99919373  0.82302159 -5.38943553]
Input value of critical (first of population of interest),[-4.82307733  3.46879651  3.22492477]
