Attribute,Value
Number Critical Scenarios,975
Number Critical Scenarios (duplicate free),308
Number All Scenarios,1000
Number All Scenarios (duplicate free),330
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.93
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99994916  0.83711595]
Input value of critical (first of population of interest),[ 4.14233847 -7.26867336  1.87610884]
