Attribute,Value
Number Critical Scenarios,720
Number Critical Scenarios (duplicate free),184
Number All Scenarios,1000
Number All Scenarios (duplicate free),320
Number Best Critical Scenarios,192
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,200
Number Best Scenarios (duplicate free),31
Ratio Critical/All scenarios,0.72
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.96
Ratio Best Critical/Best Scenarios (duplicate free),0.94
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.940862  0.807814]
Input value of critical (first of population of interest),[ 6.7140000e-03 -4.0822620e+00  1.9728626e+01]
