Attribute,Value
Number Critical Scenarios,328
Number Critical Scenarios (duplicate free),67
Number All Scenarios,1000
Number All Scenarios (duplicate free),206
Number Best Critical Scenarios,150
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,532
Number Best Scenarios (duplicate free),63
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.919917  0.742643  0.      ]
Input value of critical (first of population of interest),[-5.534576 -1.609708 11.711962]
