Attribute,Value
Number Critical Scenarios,341
Number Critical Scenarios (duplicate free),104
Number All Scenarios,1000
Number All Scenarios (duplicate free),268
Number Best Critical Scenarios,5
Number Best Critical Scenarios (duplicate free),5
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.34
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.25
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999327    0.82693449 -1.90288466]
Input value of critical (first of population of interest),[-0.33747194  7.09015837  3.59800158]
