Index,X_0,X_1,X_2,Fitness_Fitness_0,Fitness_Fitness_1,Fitness_Fitness_2,Critical
90,-2.666667,-4.444444,0.000000,-0.998578,0.773093,0.000000,1
91,-2.666667,-4.444444,2.111111,-0.999351,0.812819,0.000000,1
92,-2.666667,-4.444444,12.666667,-0.960234,0.733967,0.000000,1
93,-2.666667,-4.444444,19.000000,-0.985072,0.709804,0.000000,1
94,-0.888889,-4.444444,0.000000,-0.999980,0.777837,0.000000,1
95,-0.888889,-4.444444,2.111111,-0.999887,0.815743,0.000000,1
96,-0.888889,-4.444444,12.666667,-0.956582,0.746003,0.000000,1
97,-0.888889,-4.444444,16.888889,-0.983128,0.722959,0.000000,1
98,0.888889,-4.444444,0.000000,-0.999979,0.764796,0.000000,1
99,0.888889,-4.444444,2.111111,-0.999756,0.794203,0.000000,1
100,0.888889,-4.444444,16.888889,-0.970600,0.712883,0.000000,1
101,2.666667,-4.444444,0.000000,-0.998730,0.755782,0.000000,1
102,2.666667,-4.444444,2.111111,-0.989791,0.792947,0.000000,1
103,4.444444,-4.444444,12.666667,-0.990535,0.755313,0.000000,1
104,6.222222,-4.444444,10.555556,-0.977073,0.707781,0.000000,1
105,6.222222,-4.444444,12.666667,-0.999994,0.782776,0.000000,1
106,8.000000,-4.444444,12.666667,-1.000000,0.790349,0.000000,1
107,-8.000000,-2.666667,4.222222,-0.969927,0.815317,0.000000,1
108,-8.000000,-2.666667,6.333333,-0.966299,0.784727,0.000000,1
109,-6.222222,-2.666667,8.444444,-0.996955,0.818661,0.000000,1
110,-6.222222,-2.666667,12.666667,-0.950101,0.729659,0.000000,1
111,-6.222222,-2.666667,19.000000,-0.980968,0.681596,0.000000,1
112,-4.444444,-2.666667,8.444444,-0.973363,0.812509,0.000000,1
113,-4.444444,-2.666667,12.666667,-0.963214,0.730644,0.000000,1
114,-4.444444,-2.666667,19.000000,-0.981368,0.720249,0.000000,1
115,-2.666667,-2.666667,8.444444,-0.953103,0.799369,0.000000,1
116,-2.666667,-2.666667,12.666667,-0.970966,0.735871,0.000000,1
117,-0.888889,-2.666667,0.000000,-0.992763,0.769841,0.000000,1
118,-0.888889,-2.666667,2.111111,-0.964966,0.786898,0.000000,1
119,-0.888889,-2.666667,12.666667,-0.976436,0.757825,0.000000,1
120,0.888889,-2.666667,0.000000,-0.999442,0.766988,0.000000,1
121,0.888889,-2.666667,2.111111,-0.970544,0.786290,0.000000,1
122,2.666667,-2.666667,0.000000,-0.996782,0.757291,0.000000,1
123,2.666667,-2.666667,2.111111,-0.952494,0.768005,0.000000,1
124,4.444444,-2.666667,0.000000,-0.973148,0.747194,0.000000,1
125,4.444444,-2.666667,12.666667,-0.997221,0.758036,0.000000,1
126,6.222222,-2.666667,0.000000,-0.953188,0.739846,0.000000,1
127,6.222222,-2.666667,12.666667,-0.999996,0.767558,0.000000,1
128,8.000000,-2.666667,0.000000,-0.988374,0.717077,0.000000,1
129,8.000000,-2.666667,2.111111,-0.954498,0.729718,0.000000,1
130,8.000000,-2.666667,12.666667,-1.000000,0.785965,0.000000,1
131,-8.000000,-0.888889,4.222222,-0.999399,0.804833,0.000000,1
132,-8.000000,-0.888889,19.000000,-0.958732,0.712337,0.000000,1
133,-4.444444,-0.888889,19.000000,-0.962275,0.723653,0.000000,1
134,-2.666667,-0.888889,12.666667,-0.974642,0.755416,0.000000,1
135,2.666667,-0.888889,0.000000,-0.979398,0.755147,0.000000,1
136,4.444444,-0.888889,0.000000,-0.975576,0.738966,0.000000,1
137,4.444444,-0.888889,12.666667,-0.986960,0.755007,0.000000,1
138,6.222222,-0.888889,0.000000,-0.982359,0.725160,0.000000,1
139,6.222222,-0.888889,12.666667,-0.999959,0.760784,0.000000,1
140,8.000000,-0.888889,0.000000,-0.991557,0.712066,0.000000,1
141,8.000000,-0.888889,12.666667,-0.999999,0.785877,0.000000,1
142,-8.000000,0.888889,4.222222,-0.999896,0.807681,0.000000,1
143,-8.000000,0.888889,19.000000,-0.973599,0.733993,0.000000,1
144,-2.666667,0.888889,12.666667,-0.972991,0.748330,0.000000,1
145,2.666667,0.888889,0.000000,-0.955126,0.741726,0.000000,1
146,2.666667,0.888889,2.111111,-0.963415,0.724354,0.000000,1
147,4.444444,0.888889,0.000000,-0.994061,0.722241,0.000000,1
148,4.444444,0.888889,2.111111,-0.979663,0.711301,0.000000,1
149,4.444444,0.888889,12.666667,-0.991529,0.759116,0.000000,1
150,6.222222,0.888889,0.000000,-0.998450,0.705844,0.000000,1
151,6.222222,0.888889,2.111111,-0.977246,0.708679,0.000000,1
152,6.222222,0.888889,12.666667,-0.999916,0.764174,0.000000,1
153,8.000000,0.888889,0.000000,-0.998990,0.689282,0.000000,1
154,8.000000,0.888889,2.111111,-0.982590,0.709608,0.000000,1
155,8.000000,0.888889,12.666667,-0.999997,0.761771,0.000000,1
156,-8.000000,2.666667,4.222222,-0.998686,0.814029,0.000000,1
157,-8.000000,2.666667,19.000000,-0.992121,0.716554,0.000000,1
158,-4.444444,2.666667,12.666667,-0.954066,0.720798,0.000000,1
159,-2.666667,2.666667,2.111111,-0.983445,0.749925,0.000000,1
160,-2.666667,2.666667,12.666667,-0.953554,0.750574,0.000000,1
161,-2.666667,2.666667,14.777778,-0.975876,0.733654,0.000000,1
162,-0.888889,2.666667,0.000000,-0.975627,0.726055,0.000000,1
163,-0.888889,2.666667,2.111111,-0.998087,0.738627,0.000000,1
164,-0.888889,2.666667,4.222222,-0.968971,0.787972,0.000000,1
165,0.888889,2.666667,0.000000,-0.989100,0.720689,0.000000,1
166,0.888889,2.666667,2.111111,-0.996335,0.736801,0.000000,1
167,2.666667,2.666667,0.000000,-0.994587,0.705621,0.000000,1
168,2.666667,2.666667,2.111111,-0.988474,0.708551,0.000000,1
169,2.666667,2.666667,12.666667,-0.954851,0.764042,0.000000,1
170,4.444444,2.666667,0.000000,-0.996962,0.706459,0.000000,1
171,4.444444,2.666667,2.111111,-0.993267,0.699811,0.000000,1
172,4.444444,2.666667,4.222222,-0.982464,0.758691,0.000000,1
173,4.444444,2.666667,12.666667,-0.992446,0.772840,0.000000,1
174,6.222222,2.666667,0.000000,-0.998768,0.686048,0.000000,1
175,6.222222,2.666667,2.111111,-0.996024,0.704293,0.000000,1
176,6.222222,2.666667,4.222222,-0.960051,0.748047,0.000000,1
177,6.222222,2.666667,12.666667,-0.998827,0.772328,0.000000,1
178,8.000000,2.666667,0.000000,-0.999461,0.680920,0.000000,1
179,8.000000,2.666667,2.111111,-0.993998,0.704055,0.000000,1
180,8.000000,2.666667,12.666667,-0.999982,0.776100,0.000000,1
181,-8.000000,4.444444,4.222222,-0.999677,0.814278,0.000000,1
182,-8.000000,4.444444,6.333333,-0.997588,0.806764,0.000000,1
183,-8.000000,4.444444,8.444444,-0.955542,0.771535,0.000000,1
184,-8.000000,4.444444,19.000000,-0.989198,0.750219,0.000000,1
185,-6.222222,4.444444,4.222222,-0.997788,0.809875,0.000000,1
186,-6.222222,4.444444,6.333333,-0.998730,0.807472,0.000000,1
187,-6.222222,4.444444,8.444444,-0.995224,0.800074,0.000000,1
188,-4.444444,4.444444,6.333333,-0.997293,0.812628,0.000000,1
189,-4.444444,4.444444,12.666667,-0.958904,0.741318,0.000000,1
190,-4.444444,4.444444,14.777778,-0.977967,0.721854,0.000000,1
191,-2.666667,4.444444,2.111111,-0.993226,0.720755,0.000000,1
192,-2.666667,4.444444,14.777778,-0.952142,0.748673,0.000000,1
193,-0.888889,4.444444,0.000000,-0.987305,0.718460,0.000000,1
194,-0.888889,4.444444,2.111111,-0.998780,0.724290,0.000000,1
195,-0.888889,4.444444,4.222222,-0.967415,0.779918,0.000000,1
196,0.888889,4.444444,0.000000,-0.996515,0.697859,0.000000,1
197,0.888889,4.444444,2.111111,-0.999228,0.681686,0.000000,1
198,0.888889,4.444444,4.222222,-0.975413,0.769412,0.000000,1
199,2.666667,4.444444,0.000000,-0.997775,0.693595,0.000000,1
200,2.666667,4.444444,2.111111,-0.999089,0.683007,0.000000,1
201,2.666667,4.444444,4.222222,-0.984817,0.763618,0.000000,1
202,2.666667,4.444444,6.333333,-0.973262,0.793917,0.000000,1
203,4.444444,4.444444,0.000000,-0.998755,0.695694,0.000000,1
204,4.444444,4.444444,2.111111,-0.998974,0.695376,0.000000,1
205,4.444444,4.444444,4.222222,-0.994421,0.750837,0.000000,1
206,4.444444,4.444444,12.666667,-0.993748,0.755620,0.000000,1
207,6.222222,4.444444,0.000000,-0.999279,0.684729,0.000000,1
208,6.222222,4.444444,2.111111,-0.999250,0.694014,0.000000,1
209,6.222222,4.444444,4.222222,-0.993137,0.755680,0.000000,1
210,6.222222,4.444444,12.666667,-0.998669,0.774632,0.000000,1
211,8.000000,4.444444,0.000000,-0.999831,0.688179,0.000000,1
212,8.000000,4.444444,2.111111,-0.999058,0.702549,0.000000,1
213,8.000000,4.444444,4.222222,-0.968087,0.752169,0.000000,1
214,8.000000,4.444444,12.666667,-0.999871,0.764935,0.000000,1
215,-8.000000,6.222222,4.222222,-0.999980,0.811765,0.000000,1
216,-8.000000,6.222222,6.333333,-0.999896,0.824436,0.000000,1
217,-8.000000,6.222222,8.444444,-0.999618,0.753819,0.000000,1
218,-8.000000,6.222222,14.777778,-0.980937,0.703601,0.000000,1
219,-8.000000,6.222222,19.000000,-0.997871,0.728394,0.000000,1
220,-6.222222,6.222222,4.222222,-0.999192,0.802753,0.000000,1
221,-6.222222,6.222222,6.333333,-0.999847,0.815796,0.000000,1
222,-6.222222,6.222222,8.444444,-0.999600,0.788914,0.000000,1
223,-6.222222,6.222222,19.000000,-0.980333,0.731759,0.000000,1
224,-4.444444,6.222222,0.000000,-0.959431,0.708940,0.000000,1
225,-4.444444,6.222222,2.111111,-0.961619,0.723810,0.000000,1
226,-4.444444,6.222222,4.222222,-0.961042,0.796909,0.000000,1
227,-4.444444,6.222222,6.333333,-0.999874,0.815340,0.000000,1
228,-4.444444,6.222222,8.444444,-0.997219,0.779461,0.000000,1
229,-2.666667,6.222222,0.000000,-0.963738,0.726288,0.000000,1
230,-2.666667,6.222222,2.111111,-0.995583,0.720562,0.000000,1
231,-2.666667,6.222222,6.333333,-0.999932,0.815589,0.000000,1
232,-2.666667,6.222222,8.444444,-0.997603,0.763419,0.000000,1
233,-0.888889,6.222222,0.000000,-0.957090,0.713483,0.000000,1
234,-0.888889,6.222222,2.111111,-0.998464,0.722476,0.000000,1
235,-0.888889,6.222222,6.333333,-0.999947,0.815222,0.000000,1
236,-0.888889,6.222222,8.444444,-0.999639,0.750916,0.000000,1
237,0.888889,6.222222,0.000000,-0.989813,0.724303,0.000000,1
238,0.888889,6.222222,2.111111,-0.999469,0.701385,0.000000,1
239,0.888889,6.222222,4.222222,-0.969316,0.756771,0.000000,1
240,0.888889,6.222222,6.333333,-0.998847,0.821513,0.000000,1
241,0.888889,6.222222,8.444444,-0.999947,0.751190,0.000000,1
242,2.666667,6.222222,0.000000,-0.997009,0.707166,0.000000,1
243,2.666667,6.222222,2.111111,-0.999280,0.709336,0.000000,1
244,2.666667,6.222222,4.222222,-0.997173,0.765051,0.000000,1
245,2.666667,6.222222,6.333333,-0.977161,0.808163,0.000000,1
246,2.666667,6.222222,8.444444,-0.977652,0.736742,0.000000,1
247,4.444444,6.222222,0.000000,-0.998803,0.703292,0.000000,1
248,4.444444,6.222222,2.111111,-0.999242,0.702374,0.000000,1
249,4.444444,6.222222,4.222222,-0.998578,0.766118,0.000000,1
250,4.444444,6.222222,12.666667,-0.971940,0.767942,0.000000,1
251,6.222222,6.222222,0.000000,-0.999112,0.692157,0.000000,1
252,6.222222,6.222222,2.111111,-0.999270,0.717547,0.000000,1
253,6.222222,6.222222,4.222222,-0.996615,0.753676,0.000000,1
254,6.222222,6.222222,12.666667,-0.995933,0.772312,0.000000,1
255,8.000000,6.222222,0.000000,-0.999433,0.703086,0.000000,1
256,8.000000,6.222222,2.111111,-0.999425,0.709271,0.000000,1
257,8.000000,6.222222,4.222222,-0.993681,0.752469,0.000000,1
258,8.000000,6.222222,12.666667,-0.999183,0.775585,0.000000,1
259,-8.000000,8.000000,4.222222,-0.999813,0.811308,0.000000,1
260,-8.000000,8.000000,6.333333,-0.998599,0.827271,0.000000,1
261,-8.000000,8.000000,8.444444,-0.999946,0.753900,0.000000,1
262,-8.000000,8.000000,14.777778,-0.990389,0.705258,0.000000,1
263,-8.000000,8.000000,19.000000,-0.998867,0.725204,0.000000,1
264,-6.222222,8.000000,4.222222,-0.994699,0.802789,0.000000,1
265,-6.222222,8.000000,6.333333,-0.994433,0.827345,0.000000,1
266,-6.222222,8.000000,8.444444,-0.999539,0.789638,0.000000,1
267,-6.222222,8.000000,19.000000,-0.991950,0.737656,0.000000,1
268,-4.444444,8.000000,0.000000,-0.958719,0.712441,0.000000,1
269,-4.444444,8.000000,2.111111,-0.966134,0.716790,0.000000,1
270,-4.444444,8.000000,6.333333,-0.998281,0.827228,0.000000,1
271,-4.444444,8.000000,8.444444,-0.997898,0.766467,0.000000,1
272,-4.444444,8.000000,19.000000,-0.954309,0.774884,0.000000,1
273,-2.666667,8.000000,0.000000,-0.973091,0.727822,0.000000,1
274,-2.666667,8.000000,2.111111,-0.996209,0.719695,0.000000,1
275,-2.666667,8.000000,6.333333,-0.999735,0.840818,0.000000,1
276,-2.666667,8.000000,8.444444,-0.986246,0.805189,0.000000,1
277,-2.666667,8.000000,19.000000,-0.997080,0.731055,0.000000,1
278,-0.888889,8.000000,0.000000,-0.980810,0.722648,0.000000,1
279,-0.888889,8.000000,2.111111,-0.998582,0.719482,0.000000,1
280,-0.888889,8.000000,6.333333,-0.999985,0.832026,0.000000,1
281,-0.888889,8.000000,8.444444,-0.951729,0.792002,0.000000,1
282,-0.888889,8.000000,19.000000,-0.976276,0.760232,0.000000,1
283,0.888889,8.000000,0.000000,-0.992487,0.719076,0.000000,1
284,0.888889,8.000000,2.111111,-0.999511,0.694789,0.000000,1
285,0.888889,8.000000,6.333333,-0.999996,0.835001,0.000000,1
286,0.888889,8.000000,8.444444,-0.999990,0.767958,0.000000,1
287,2.666667,8.000000,0.000000,-0.996902,0.715219,0.000000,1
288,2.666667,8.000000,2.111111,-0.999460,0.700830,0.000000,1
289,2.666667,8.000000,4.222222,-0.996632,0.766033,0.000000,1
290,2.666667,8.000000,6.333333,-0.999580,0.821054,0.000000,1
291,2.666667,8.000000,8.444444,-0.999996,0.775652,0.000000,1
292,2.666667,8.000000,19.000000,-0.951607,0.782270,0.000000,1
293,4.444444,8.000000,0.000000,-0.998398,0.724209,0.000000,1
294,4.444444,8.000000,2.111111,-0.999363,0.685772,0.000000,1
295,4.444444,8.000000,4.222222,-0.998814,0.751414,0.000000,1
296,4.444444,8.000000,6.333333,-0.981352,0.811384,0.000000,1
297,4.444444,8.000000,19.000000,-0.966208,0.789798,0.000000,1
298,6.222222,8.000000,0.000000,-0.999328,0.695173,0.000000,1
299,6.222222,8.000000,2.111111,-0.999384,0.704719,0.000000,1
300,6.222222,8.000000,4.222222,-0.998803,0.756290,0.000000,1
301,6.222222,8.000000,12.666667,-0.992452,0.760987,0.000000,1
302,6.222222,8.000000,19.000000,-0.950103,0.788668,0.000000,1
303,8.000000,8.000000,0.000000,-0.999612,0.693250,0.000000,1
304,8.000000,8.000000,2.111111,-0.999408,0.700329,0.000000,1
305,8.000000,8.000000,4.222222,-0.997867,0.756982,0.000000,1
306,8.000000,8.000000,12.666667,-0.997180,0.773462,0.000000,1
