Attribute,Value
Number Critical Scenarios,280
Number Critical Scenarios (duplicate free),280
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999988  0.81180804  0.        ]
Input value of critical (first of population of interest),[ 2.5742979  -6.63950195  2.05961347]
