Attribute,Value
Number Critical Scenarios,573
Number Critical Scenarios (duplicate free),154
Number All Scenarios,1000
Number All Scenarios (duplicate free),208
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.95885444  0.68777037  0.        ]
Input value of critical (first of population of interest),[0.8890087  7.03035824 2.41460982]
