Attribute,Value
Number Critical Scenarios,703
Number Critical Scenarios (duplicate free),177
Number All Scenarios,1000
Number All Scenarios (duplicate free),303
Number Best Critical Scenarios,190
Number Best Critical Scenarios (duplicate free),30
Number Best Scenarios,190
Number Best Scenarios (duplicate free),30
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.977418  0.80216 ]
Input value of critical (first of population of interest),[-6.095847 -5.98411   2.227922]
