Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.730643,1.076340,0.001915,-0.495701,-3.845648,0
1,0.722723,1.068899,0.001722,-0.514466,-3.845479,0
2,0.846212,0.915826,0.011302,-0.980289,-2.953436,1
3,0.619027,1.559110,2.449825,-0.999987,-1.865511,0
4,0.722723,1.068899,0.000433,-0.514466,-3.845479,0
5,0.667730,0.834556,0.358003,-0.999647,-2.926841,1
6,0.667730,1.078882,0.373833,-0.688680,-3.825199,0
7,0.667722,1.075798,0.363012,-0.702307,-3.825191,0
8,0.662341,1.077093,0.363147,-0.612122,-3.830736,0
9,0.734150,1.083964,0.011302,-0.470257,-3.855353,0
10,0.667730,0.834556,0.355045,-0.999647,-2.926841,1
11,0.846094,0.918532,0.004396,-0.965102,-3.067276,1
12,0.733341,1.085236,0.022515,-0.471470,-3.854284,0
13,0.734150,1.083964,0.019364,-0.470257,-3.855353,0
14,0.730652,1.077139,0.002777,-0.485979,-3.845648,0
15,0.846094,0.915826,0.011302,-0.980207,-2.953436,1
16,0.619027,1.559088,2.449825,-0.999986,-1.865511,0
17,0.667730,1.077093,0.363147,-0.684112,-3.825199,0
18,0.667730,0.834556,0.363147,-0.998777,-2.926841,1
19,0.624316,1.557114,2.449825,-0.999399,-1.869635,0
20,0.846094,0.918532,0.011302,-0.960927,-2.964803,1
21,0.733336,1.085236,0.022438,-0.471454,-3.854043,0
22,0.730652,1.077246,0.002869,-0.484677,-3.845648,0
23,0.667998,0.857572,0.488754,-0.972243,-2.926898,1
24,0.619027,1.557114,2.449825,-0.999913,-1.865511,0
25,0.636403,1.067719,0.495577,-0.683958,-3.687809,0
26,0.667730,1.078949,0.363147,-0.657901,-3.825199,0
27,0.702255,1.073527,0.177302,-0.676840,-3.811891,0
28,0.702740,1.073527,0.177302,-0.662329,-3.813235,0
29,0.667722,0.834556,0.363012,-0.998477,-2.926841,1
30,0.667722,0.834556,0.362892,-0.998477,-2.926841,1
31,0.731422,0.853386,0.011206,-0.892802,-2.962303,1
32,0.729865,0.846081,0.011250,-0.956498,-2.962233,1
33,0.730183,0.845121,0.001915,-0.930336,-2.962289,1
34,0.731417,0.853386,0.011128,-0.892802,-2.962303,1
35,0.730771,1.083964,0.011302,-0.430438,-3.846409,0
36,0.730806,1.085255,0.022438,-0.440991,-3.846324,0
37,0.731354,1.085294,0.022709,-0.446960,-3.846306,0
38,0.731422,1.082305,0.011206,-0.459129,-3.845943,0
39,0.667722,0.839582,0.495383,-0.960249,-2.756489,1
