Attribute,Value
Number Critical Scenarios,654
Number Critical Scenarios (duplicate free),125
Number All Scenarios,1000
Number All Scenarios (duplicate free),172
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.65
Ratio Critical/All scenarios (duplicate free),0.73
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.62049812  0.67366191  0.        ]
Input value of critical (first of population of interest),[-4.77077089  5.103193   13.79607809]
