Attribute,Value
Number Critical Scenarios,956
Number Critical Scenarios (duplicate free),264
Number All Scenarios,1000
Number All Scenarios (duplicate free),303
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.96
Ratio Critical/All scenarios (duplicate free),0.87
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.82913321  0.70524985]
Input value of critical (first of population of interest),[ 1.9280486  -3.06029796 15.91966378]
