Attribute,Value
Number Critical Scenarios,0
Number Critical Scenarios (duplicate free),0
Number All Scenarios,1000
Number All Scenarios (duplicate free),292
Number Best Critical Scenarios,0
Number Best Critical Scenarios (duplicate free),0
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.00
Ratio Critical/All scenarios (duplicate free),0.00
Ratio Best Critical/Best Scenarios,0.00
Ratio Best Critical/Best Scenarios (duplicate free),0.00
Iteration first critical found,0
Fitness value of critical (first of population of interest),None
Input value of critical (first of population of interest),None
