run,RS,NSGA-II-D,NSGA-II
1,0.256098624060119,0.34905798432349505,0.7519291066089328
2,0.28550837062718165,0.38288222328157134,0.49944858977207435
3,0.26765890967477396,0.7578327103408702,0.5822739180100758
4,0.24794571367413568,0.28835287824221434,0.5370083824832685
5,0.25939722808007226,0.34757798494549286,1
6,0.2673882832535661,0.356904875677429,0.5887180139114403
7,0.25659646463058716,0.6052096865731583,0.5843959887461676
8,0.27118715513522246,0.6172626021605737,0.44032487258732933
9,0.2804313132241679,0.27464417441561423,1
10,0.248051623542772,0.3772876058580566,0.5441112343934329
