Attribute,Value
Number Critical Scenarios,320
Number Critical Scenarios (duplicate free),94
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,74
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,187
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.30
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.53
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.964958  0.85012 ]
Input value of critical (first of population of interest),[ 6.584793 -0.729927  7.310388]
