Attribute,Value
Number Critical Scenarios,264
Number Critical Scenarios (duplicate free),58
Number All Scenarios,1000
Number All Scenarios (duplicate free),161
Number Best Critical Scenarios,112
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,700
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.36
Ratio Best Critical/Best Scenarios,0.16
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.826063  0.      ]
Input value of critical (first of population of interest),[ 5.18405  -6.986552  1.628512]
