Attribute,Value
Number Critical Scenarios,446
Number Critical Scenarios (duplicate free),121
Number All Scenarios,1000
Number All Scenarios (duplicate free),215
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.45
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.93422478  0.73057559  0.        ]
Input value of critical (first of population of interest),[1.83173907 7.66232304 2.9512548 ]
