Attribute,Value
Number Critical Scenarios,716
Number Critical Scenarios (duplicate free),211
Number All Scenarios,1000
Number All Scenarios (duplicate free),361
Number Best Critical Scenarios,124
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,148
Number Best Scenarios (duplicate free),35
Ratio Critical/All scenarios,0.72
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,0.84
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.997943  0.844761]
Input value of critical (first of population of interest),[-6.906807 -7.968677  3.621808]
