Attribute,Value
Number Critical Scenarios,474
Number Critical Scenarios (duplicate free),158
Number All Scenarios,1000
Number All Scenarios (duplicate free),374
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.99716896  0.8346808 ]
Input value of critical (first of population of interest),[-1.22068037  5.70134915  5.52711392]
