n_evals,cid
40,0.6272034071579873
80,0.6272034071579873
120,0.4252924885964171
160,0.42453352672002737
200,0.42337837603722517
240,0.4233551454017614
280,0.40951696645702024
320,0.40951696645702024
360,0.40951696645702024
400,0.40544751058152395
440,0.40544751058152395
480,0.4017628010990372
520,0.4000937637115778
560,0.4000936564814419
600,0.39993116443769233
640,0.39939399816562654
680,0.3992314506334572
720,0.3990118522133271
760,0.39881802769008423
800,0.39881802769008423
840,0.3059567687423115
880,0.30594782866247794
920,0.3057869424901992
960,0.3047295982920765
1000,0.3047295982920765
1040,0.3031525671560546
1080,0.30314191245506333
1120,0.30314191245506333
1160,0.3031348816401
1200,0.3031348816401
1240,0.3031348816401
1280,0.3029541631416205
1320,0.2772580484908994
1360,0.2772580484908994
1400,0.2772083171538348
1440,0.2772068536673429
1480,0.2772068536673429
1520,0.2772068536673429
1560,0.2767957599515321
1600,0.2767957599515321
1640,0.2767957599515321
1680,0.2767957599515321
1720,0.2767957599515321
1760,0.2767957599515321
1800,0.2767957599515321
1840,0.2767957599515321
1880,0.2767957599515321
1920,0.27675014639901846
1960,0.27675014639901846
2000,0.27675014639901846
