Attribute,Value
Number Critical Scenarios,217
Number Critical Scenarios (duplicate free),44
Number All Scenarios,1000
Number All Scenarios (duplicate free),223
Number Best Critical Scenarios,153
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,487
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.22
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.36
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999701  0.810719 -3.966729]
Input value of critical (first of population of interest),[ 0.57524   7.380872 13.659292]
