Attribute,Value
Number Critical Scenarios,354
Number Critical Scenarios (duplicate free),102
Number All Scenarios,1000
Number All Scenarios (duplicate free),291
Number Best Critical Scenarios,89
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,271
Number Best Scenarios (duplicate free),54
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.46
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999999  0.806863]
Input value of critical (first of population of interest),[-1.861507  6.279022  5.964606]
