Attribute,Value
Number Critical Scenarios,431
Number Critical Scenarios (duplicate free),130
Number All Scenarios,1000
Number All Scenarios (duplicate free),283
Number Best Critical Scenarios,40
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,210
Number Best Scenarios (duplicate free),29
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.19
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999516  0.804558]
Input value of critical (first of population of interest),[-3.168512  0.980785  3.477659]
