Attribute,Value
Number Critical Scenarios,442
Number Critical Scenarios (duplicate free),148
Number All Scenarios,1000
Number All Scenarios (duplicate free),326
Number Best Critical Scenarios,136
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,365
Number Best Scenarios (duplicate free),78
Ratio Critical/All scenarios,0.44
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.37
Ratio Best Critical/Best Scenarios (duplicate free),0.41
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999982  0.803737]
Input value of critical (first of population of interest),[0.273612 5.002621 5.679061]
