Attribute,Value
Number Critical Scenarios,567
Number Critical Scenarios (duplicate free),152
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99211025  0.80575448]
Input value of critical (first of population of interest),[-4.14309949  3.25737815  3.22676323]
