Attribute,Value
Number Critical Scenarios,832
Number Critical Scenarios (duplicate free),150
Number All Scenarios,1000
Number All Scenarios (duplicate free),177
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.83
Ratio Critical/All scenarios (duplicate free),0.85
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99417645  0.70050643  0.        ]
Input value of critical (first of population of interest),[-7.64717316 -0.49369039 17.60655903]
