Attribute,Value
Number Critical Scenarios,376
Number Critical Scenarios (duplicate free),115
Number All Scenarios,1000
Number All Scenarios (duplicate free),333
Number Best Critical Scenarios,82
Number Best Critical Scenarios (duplicate free),27
Number Best Scenarios,287
Number Best Scenarios (duplicate free),65
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.29
Ratio Best Critical/Best Scenarios (duplicate free),0.42
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.970086  0.856995]
Input value of critical (first of population of interest),[-6.528008  0.771083  2.727489]
