Attribute,Value
Number Critical Scenarios,452
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),206
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.45
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99999976  0.83503017 -5.27657846]
Input value of critical (first of population of interest),[-5.58195952  3.43248776  2.59091427]
