Attribute,Value
Number Critical Scenarios,369
Number Critical Scenarios (duplicate free),110
Number All Scenarios,1000
Number All Scenarios (duplicate free),242
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.37
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.9963581   0.78416982 -6.58359993]
Input value of critical (first of population of interest),[ 7.96157743 -5.12027087 20.54751563]
