n_evals,cid
200,0.7035171941850641
400,0.5681144655056646
600,0.2737855959217591
800,0.24160576640689083
1000,0.24160576640689083
1200,0.24160576640689083
1400,0.22304304397207778
1600,0.18748788115124276
1800,0.1736226219829993
2000,0.1714926919160436
