run,RS,NSGA-II-D,NSGA-II
1,0.14898127466085498,0.243797162241252,0.41580738955581537
2,0.1492312515718055,0.25630639962503354,0.35330346989404116
3,0.14302348953483854,0.24295600123971456,0.3121644827873597
4,0.15163018362445665,0.3039695300748017,0.5199118593367883
5,0.16459058251615624,0.2516966530369007,0.45186436893915755
6,0.1550840557366994,0.22285274544188236,0.3792584537875394
7,0.15376633336477413,0.24976860495246248,0.38889164843820606
8,0.15301830638592406,0.3402185146816842,0.45369645070062187
9,0.15109902496844832,0.2265633209938059,0.5052150418301363
10,0.15713648680937628,0.2468997685208779,0.30911873169474546
