RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.30442888715836613,0.045675554876118275,100.0,0.44494707731217503,0.10221652992274596,100.0,0.45304579619698615,0.07325526031892489
200.0,0.25248959763251033,0.036562209992556695,200.0,0.3600050620194638,0.050822918429932966,200.0,0.42192874598509145,0.07680010902382504
300.0,0.21158598992003866,0.020168816546020433,300.0,0.3106196781367128,0.031089816437477075,300.0,0.41601972252634056,0.07893581618884044
400.0,0.19214567166416682,0.011433727077145964,400.0,0.29971798203145383,0.036860496915858444,400.0,0.4151560700421316,0.07944800798909053
500.0,0.18092570032560334,0.010795895629756315,500.0,0.29319044308347614,0.03849184645617473,500.0,0.4118383335845214,0.07550451720175272
600.0,0.17364419850083573,0.008798266828978026,600.0,0.28090376599186706,0.041188210753408255,600.0,0.4106887983039867,0.07433479418133802
700.0,0.16783521287488284,0.007358253387500553,700.0,0.27763106906464335,0.04273595717383423,700.0,0.40985365063385026,0.07457139817964524
800.0,0.16296926224227662,0.007118334823554927,800.0,0.2726259716520739,0.04333007508496768,800.0,0.40965228589885705,0.07446660136418004
900.0,0.15831507160741462,0.006926232151632111,900.0,0.261865591563004,0.036433377080717574,900.0,0.40947563045503355,0.07445301370727771
1000.0,0.1527560989173334,0.005687829318147293,1000.0,0.25850287008084155,0.0361413295673723,1000.0,0.4089231896964411,0.07392532056942588
