Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
1,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
2,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
3,0.642032,0.827080,0.292129,-0.888343,-2.815844,-11.591294
4,0.399581,0.841454,2.931358,-0.712885,-1.317636,-11.591294
5,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
6,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
7,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
8,0.642032,0.827080,0.292129,-0.888343,-2.815844,-11.591294
9,0.399581,0.841454,2.931358,-0.712885,-1.317636,-11.591294
10,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
11,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
12,0.713353,0.955802,0.762093,-0.792002,-2.864610,-12.723981
13,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
14,0.539866,0.755448,0.292129,-0.736086,-2.636424,-12.723981
15,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
16,0.642032,0.827080,0.292129,-0.888343,-2.815844,-11.591294
17,0.399581,0.841454,2.931358,-0.712885,-1.317636,-11.591294
18,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
19,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
20,0.713353,0.955802,0.762093,-0.792002,-2.864610,-12.723981
21,0.713353,0.955575,0.762093,-0.794845,-2.864610,-10.109475
22,0.652357,0.825793,0.320193,-0.980309,-2.826784,-10.109475
23,0.648837,0.827024,0.422626,-0.983447,-2.823587,-10.109475
24,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
25,0.539866,0.755448,0.292129,-0.736086,-2.636424,-12.723981
26,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
27,0.642032,0.827080,0.292129,-0.888343,-2.815844,-11.591294
28,0.399581,0.841511,2.931358,-0.713444,-1.317636,-10.109475
29,0.399581,0.841454,2.931358,-0.712885,-1.317636,-11.591294
30,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
31,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
32,0.713353,0.955802,0.762093,-0.792002,-2.864610,-12.723981
