Attribute,Value
Number Critical Scenarios,788
Number Critical Scenarios (duplicate free),187
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,460
Number Best Critical Scenarios (duplicate free),54
Number Best Scenarios,588
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.79
Ratio Critical/All scenarios (duplicate free),0.79
Ratio Best Critical/Best Scenarios,0.78
Ratio Best Critical/Best Scenarios (duplicate free),0.92
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.846023  0.687304  0.      ]
Input value of critical (first of population of interest),[3.369967 2.048769 3.749728]
