Attribute,Value
Number Critical Scenarios,73
Number Critical Scenarios (duplicate free),73
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,4
Number Best Critical Scenarios (duplicate free),4
Number Best Scenarios,9
Number Best Scenarios (duplicate free),9
Ratio Critical/All scenarios,0.07
Ratio Critical/All scenarios (duplicate free),0.07
Ratio Best Critical/Best Scenarios,0.44
Ratio Best Critical/Best Scenarios (duplicate free),0.44
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999995  0.788396  0.      ]
Input value of critical (first of population of interest),[ 0.590199 -7.53669   0.484942]
